Categoría: Todas las categorías

Día,Bitcoin: (Estados Unidos)
2016-09-01,84
2016-09-02,86
2016-09-03,82
2016-09-04,92
2016-09-05,93
2016-09-06,95
2016-09-07,88
2016-09-08,100
2016-09-09,88
2016-09-10,97
2016-09-11,86
2016-09-12,95
2016-09-13,97
2016-09-14,86
2016-09-15,96
2016-09-16,92
2016-09-17,78
2016-09-18,75
2016-09-19,74
2016-09-20,90
2016-09-21,91
2016-09-22,87
2016-09-23,81
2016-09-24,98
2016-09-25,70
2016-09-26,81
2016-09-27,75
2016-09-28,75
2016-09-29,72
2016-09-30,85
2016-10-01,83
