Categoría: Todas las categorías

Día,Bitcoin: (Estados Unidos)
2017-06-01,70
2017-06-02,61
2017-06-03,61
2017-06-04,50
2017-06-05,61
2017-06-06,95
2017-06-07,85
2017-06-08,71
2017-06-09,71
2017-06-10,65
2017-06-11,69
2017-06-12,97
2017-06-13,76
2017-06-14,77
2017-06-15,100
2017-06-16,71
2017-06-17,56
2017-06-18,50
2017-06-19,53
2017-06-20,64
2017-06-21,69
2017-06-22,61
2017-06-23,56
2017-06-24,53
2017-06-25,48
2017-06-26,63
2017-06-27,75
2017-06-28,64
2017-06-29,56
2017-06-30,48
2017-07-01,38
